# unique_bones 401
後腰結1-2	1 0 -0 0.816483 0 1 0 -11.6845 0 0 1 0.616689 0 0 -0 1
後腰結2-1	1 0 -0 0.396965 0 1 0 -11.6392 0 0 1 0.566721 0 0 -0 1
後腰結擺1-1	1 0 -0 0.474113 0 1 0 -11.558 0 0 1 0.402646 0 0 -0 1
後腰結擺1-2	1 0 -0 0.474113 0 1 0 -10.9948 0 0 1 0.715612 0 0 -0 1
後腰結擺1-3	1 0 -0 0.474113 0 1 0 -10.4316 0 0 1 1.02858 0 0 -0 1
後腰結擺1-4	1 0 -0 0.521688 0 1 0 -9.8169 0 0 1 1.37977 0 0 -0 1
後腰結擺1-5	1 0 -0 0.569263 0 1 0 -9.20223 0 0 1 1.77461 0 0 -0 1
裙_0_0	1 0 0 -1.2716e-08 0 1 0 -11.1535 0 0 1 -1.1437 0 0 -0 1
裙_0_1	1 0 0 -0.364711 0 1 0 -11.1535 0 0 1 -1.09558 0 0 -0 1
裙_0_2	1 0 0 -0.685432 0 1 0 -11.1535 0 0 1 -0.957045 0 0 -0 1
裙_0_3	1 0 0 -0.92348 0 1 0 -11.1535 0 0 1 -0.744793 0 0 -0 1
裙_0_4	1 0 0 -1.05014 0 1 0 -11.1535 0 0 1 -0.484427 0 0 -0 1
裙_0_5	1 0 0 -1.05014 0 1 0 -11.1535 0 0 1 -0.207352 0 0 -0 1
裙_0_6	1 0 0 -0.92348 0 1 0 -11.1535 0 0 1 0.0530136 0 0 -0 1
裙_0_7	1 0 0 -0.685432 0 1 0 -11.1535 0 0 1 0.265266 0 0 -0 1
裙_0_8	1 0 0 -0.364711 0 1 0 -11.1535 0 0 1 0.403803 0 0 -0 1
裙_0_9	1 0 -0 4.66113e-08 0 1 0 -11.1535 0 0 1 0.451917 0 0 -0 1
裙_0_10	1 0 -0 0.364711 0 1 0 -11.1535 0 0 1 0.403803 0 0 -0 1
裙_0_11	1 0 -0 0.685432 0 1 0 -11.1535 0 0 1 0.265265 0 0 -0 1
裙_0_12	1 0 -0 0.92348 0 1 0 -11.1535 0 0 1 0.0530134 0 0 -0 1
裙_0_13	1 0 -0 1.05014 0 1 0 -11.1535 0 0 1 -0.207352 0 0 -0 1
裙_0_14	1 0 -0 1.05014 0 1 0 -11.1535 0 0 1 -0.484427 0 0 -0 1
裙_0_15	1 0 -0 0.92348 0 1 0 -11.1535 0 0 1 -0.744793 0 0 -0 1
裙_0_16	1 0 -0 0.685432 0 1 0 -11.1535 0 0 1 -0.957045 0 0 -0 1
裙_0_17	1 0 -0 0.364711 0 1 0 -11.1535 0 0 1 -1.09558 0 0 -0 1
裙_1_0	1 0 0 -1.47078e-08 0 1 0 -10.7013 0 0 1 -1.21734 0 0 -0 1
裙_1_1	1 0 0 -0.421838 0 1 0 -10.7013 0 0 1 -1.16161 0 0 -0 1
裙_1_2	1 0 0 -0.792795 0 1 0 -10.7013 0 0 1 -1.00114 0 0 -0 1
裙_1_3	1 0 0 -1.06813 0 1 0 -10.7013 0 0 1 -0.755287 0 0 -0 1
裙_1_4	1 0 0 -1.21463 0 1 0 -10.7013 0 0 1 -0.453707 0 0 -0 1
裙_1_5	1 0 0 -1.21463 0 1 0 -10.7013 0 0 1 -0.132772 0 0 -0 1
裙_1_6	1 0 0 -1.06813 0 1 0 -10.7013 0 0 1 0.168809 0 0 -0 1
裙_1_7	1 0 0 -0.792795 0 1 0 -10.7013 0 0 1 0.414659 0 0 -0 1
裙_1_8	1 0 0 -0.421837 0 1 0 -10.7013 0 0 1 0.575127 0 0 -0 1
裙_1_9	1 0 -0 5.39123e-08 0 1 0 -10.7013 0 0 1 0.630857 0 0 -0 1
裙_1_10	1 0 -0 0.421838 0 1 0 -10.7013 0 0 1 0.575127 0 0 -0 1
裙_1_11	1 0 -0 0.792795 0 1 0 -10.7013 0 0 1 0.414659 0 0 -0 1
裙_1_12	1 0 -0 1.06813 0 1 0 -10.7013 0 0 1 0.168808 0 0 -0 1
裙_1_13	1 0 -0 1.21463 0 1 0 -10.7013 0 0 1 -0.132772 0 0 -0 1
裙_1_14	1 0 -0 1.21463 0 1 0 -10.7013 0 0 1 -0.453707 0 0 -0 1
裙_1_15	1 0 -0 1.06813 0 1 0 -10.7013 0 0 1 -0.755287 0 0 -0 1
裙_1_16	1 0 -0 0.792795 0 1 0 -10.7013 0 0 1 -1.00114 0 0 -0 1
裙_1_17	1 0 -0 0.421838 0 1 0 -10.7013 0 0 1 -1.16161 0 0 -0 1
裙_2_0	1 0 0 -1.69826e-08 0 1 0 -10.1697 0 0 1 -1.30606 0 0 -0 1
裙_2_1	1 0 0 -0.487081 0 1 0 -10.1697 0 0 1 -1.24135 0 0 -0 1
裙_2_2	1 0 0 -0.915412 0 1 0 -10.1697 0 0 1 -1.05501 0 0 -0 1
裙_2_3	1 0 0 -1.23333 0 1 0 -10.1697 0 0 1 -0.769533 0 0 -0 1
裙_2_4	1 0 0 -1.40249 0 1 0 -10.1697 0 0 1 -0.41934 0 0 -0 1
裙_2_5	1 0 0 -1.40249 0 1 0 -10.1697 0 0 1 -0.0466737 0 0 -0 1
裙_2_6	1 0 0 -1.23333 0 1 0 -10.1697 0 0 1 0.303518 0 0 -0 1
裙_2_7	1 0 0 -0.915412 0 1 0 -10.1697 0 0 1 0.588998 0 0 -0 1
裙_2_8	1 0 0 -0.487081 0 1 0 -10.1697 0 0 1 0.775331 0 0 -0 1
裙_2_9	1 0 -0 6.22507e-08 0 1 0 -10.1697 0 0 1 0.840044 0 0 -0 1
裙_2_10	1 0 -0 0.487081 0 1 0 -10.1697 0 0 1 0.775331 0 0 -0 1
裙_2_11	1 0 -0 0.915412 0 1 0 -10.1697 0 0 1 0.588997 0 0 -0 1
裙_2_12	1 0 -0 1.23333 0 1 0 -10.1697 0 0 1 0.303518 0 0 -0 1
裙_2_13	1 0 -0 1.40249 0 1 0 -10.1697 0 0 1 -0.0466739 0 0 -0 1
裙_2_14	1 0 -0 1.40249 0 1 0 -10.1697 0 0 1 -0.419341 0 0 -0 1
裙_2_15	1 0 -0 1.23333 0 1 0 -10.1697 0 0 1 -0.769533 0 0 -0 1
裙_2_16	1 0 -0 0.915412 0 1 0 -10.1697 0 0 1 -1.05501 0 0 -0 1
裙_2_17	1 0 -0 0.487081 0 1 0 -10.1697 0 0 1 -1.24135 0 0 -0 1
裙_3_0	1 0 0 -1.95861e-08 0 1 0 -9.54305 0 0 1 -1.40426 0 0 -0 1
裙_3_1	1 0 0 -0.561754 0 1 0 -9.54305 0 0 1 -1.32956 0 0 -0 1
裙_3_2	1 0 0 -1.05575 0 1 0 -9.54305 0 0 1 -1.11448 0 0 -0 1
裙_3_3	1 0 0 -1.42241 0 1 0 -9.54305 0 0 1 -0.784948 0 0 -0 1
裙_3_4	1 0 0 -1.61751 0 1 0 -9.54305 0 0 1 -0.380718 0 0 -0 1
裙_3_5	1 0 0 -1.61751 0 1 0 -9.54305 0 0 1 0.0494535 0 0 -0 1
裙_3_6	1 0 0 -1.42241 0 1 0 -9.54305 0 0 1 0.453683 0 0 -0 1
裙_3_7	1 0 0 -1.05575 0 1 0 -9.54305 0 0 1 0.783213 0 0 -0 1
裙_3_8	1 0 0 -0.561754 0 1 0 -9.54305 0 0 1 0.998299 0 0 -0 1
裙_3_9	1 0 -0 7.17942e-08 0 1 0 -9.54305 0 0 1 1.073 0 0 -0 1
裙_3_10	1 0 -0 0.561754 0 1 0 -9.54305 0 0 1 0.998299 0 0 -0 1
裙_3_11	1 0 -0 1.05575 0 1 0 -9.54305 0 0 1 0.783213 0 0 -0 1
裙_3_12	1 0 -0 1.42241 0 1 0 -9.54305 0 0 1 0.453682 0 0 -0 1
裙_3_13	1 0 -0 1.61751 0 1 0 -9.54305 0 0 1 0.0494533 0 0 -0 1
裙_3_14	1 0 -0 1.61751 0 1 0 -9.54305 0 0 1 -0.380719 0 0 -0 1
裙_3_15	1 0 -0 1.42241 0 1 0 -9.54305 0 0 1 -0.784948 0 0 -0 1
裙_3_16	1 0 -0 1.05575 0 1 0 -9.54305 0 0 1 -1.11448 0 0 -0 1
裙_3_17	1 0 -0 0.561754 0 1 0 -9.54305 0 0 1 -1.32956 0 0 -0 1
裙_4_0	1 0 0 -2.25643e-08 0 1 0 -8.80566 0 0 1 -1.50635 0 0 -0 1
裙_4_1	1 0 0 -0.647171 0 1 0 -8.80566 0 0 1 -1.42103 0 0 -0 1
裙_4_2	1 0 0 -1.21628 0 1 0 -8.80566 0 0 1 -1.17535 0 0 -0 1
裙_4_3	1 0 0 -1.63869 0 1 0 -8.80566 0 0 1 -0.798952 0 0 -0 1
裙_4_4	1 0 0 -1.86345 0 1 0 -8.80566 0 0 1 -0.337232 0 0 -0 1
裙_4_5	1 0 0 -1.86345 0 1 0 -8.80566 0 0 1 0.154121 0 0 -0 1
裙_4_6	1 0 0 -1.63869 0 1 0 -8.80566 0 0 1 0.615842 0 0 -0 1
裙_4_7	1 0 0 -1.21628 0 1 0 -8.80566 0 0 1 0.99224 0 0 -0 1
裙_4_8	1 0 0 -0.64717 0 1 0 -8.80566 0 0 1 1.23792 0 0 -0 1
裙_4_9	1 0 -0 8.27107e-08 0 1 0 -8.80566 0 0 1 1.32324 0 0 -0 1
裙_4_10	1 0 -0 0.647171 0 1 0 -8.80566 0 0 1 1.23792 0 0 -0 1
裙_4_11	1 0 -0 1.21628 0 1 0 -8.80566 0 0 1 0.99224 0 0 -0 1
裙_4_12	1 0 -0 1.63869 0 1 0 -8.80566 0 0 1 0.615842 0 0 -0 1
裙_4_13	1 0 -0 1.86345 0 1 0 -8.80566 0 0 1 0.154121 0 0 -0 1
裙_4_14	1 0 -0 1.86345 0 1 0 -8.80566 0 0 1 -0.337232 0 0 -0 1
裙_4_15	1 0 -0 1.63869 0 1 0 -8.80566 0 0 1 -0.798952 0 0 -0 1
裙_4_16	1 0 -0 1.21628 0 1 0 -8.80566 0 0 1 -1.17535 0 0 -0 1
裙_4_17	1 0 -0 0.647171 0 1 0 -8.80566 0 0 1 -1.42103 0 0 -0 1
裙_5_0	1 0 0 -2.59628e-08 0 1 0 -7.94184 0 0 1 -1.60672 0 0 -0 1
裙_5_1	1 0 0 -0.744644 0 1 0 -7.94184 0 0 1 -1.5105 0 0 -0 1
裙_5_2	1 0 0 -1.39947 0 1 0 -7.94184 0 0 1 -1.23344 0 0 -0 1
裙_5_3	1 0 0 -1.8855 0 1 0 -7.94184 0 0 1 -0.808966 0 0 -0 1
裙_5_4	1 0 0 -2.14412 0 1 0 -7.94184 0 0 1 -0.288271 0 0 -0 1
裙_5_5	1 0 0 -2.14412 0 1 0 -7.94184 0 0 1 0.265841 0 0 -0 1
裙_5_6	1 0 0 -1.8855 0 1 0 -7.94184 0 0 1 0.786536 0 0 -0 1
裙_5_7	1 0 0 -1.39947 0 1 0 -7.94184 0 0 1 1.21101 0 0 -0 1
裙_5_8	1 0 0 -0.744644 0 1 0 -7.94184 0 0 1 1.48807 0 0 -0 1
裙_5_9	1 0 -0 9.51681e-08 0 1 0 -7.94184 0 0 1 1.58429 0 0 -0 1
裙_5_10	1 0 -0 0.744644 0 1 0 -7.94184 0 0 1 1.48807 0 0 -0 1
裙_5_11	1 0 -0 1.39947 0 1 0 -7.94184 0 0 1 1.21101 0 0 -0 1
裙_5_12	1 0 -0 1.8855 0 1 0 -7.94184 0 0 1 0.786536 0 0 -0 1
裙_5_13	1 0 -0 2.14412 0 1 0 -7.94184 0 0 1 0.265841 0 0 -0 1
裙_5_14	1 0 -0 2.14412 0 1 0 -7.94184 0 0 1 -0.288271 0 0 -0 1
裙_5_15	1 0 -0 1.8855 0 1 0 -7.94184 0 0 1 -0.808966 0 0 -0 1
裙_5_16	1 0 -0 1.39947 0 1 0 -7.94184 0 0 1 -1.23344 0 0 -0 1
裙_5_17	1 0 -0 0.744644 0 1 0 -7.94184 0 0 1 -1.5105 0 0 -0 1
裙擺結帶1	1 0 0 -1.42775 0 1 0 -8.31773 0 0 1 1.42749 0 0 -0 1
裙擺結帶2	1 0 0 -1.5569 0 1 0 -7.4973 0 0 1 1.60608 0 0 -0 1
裙擺結1-1	1 0 0 -1.52936 0 1 0 -8.33515 0 0 1 1.39376 0 0 -0 1
裙擺結2-1	1 0 0 -1.35007 0 1 0 -8.33352 0 0 1 1.47843 0 0 -0 1
右足D	1 0 -0 0.739271 0 1 0 -9.76079 0 0 1 -0.216671 0 0 -0 1
右ひざD	1 0 -0 0.762768 0 1 0 -5.65968 0 0 1 -0.0510647 0 0 -0 1
右足首D	1 0 -0 0.784646 0 1 0 -1.11508 0 0 1 0.269253 0 0 -0 1
右足先EX	1 0 -0 0.747888 0 1 0 -0.51438 0 0 1 -0.428115 0 0 -0 1
左足D	1 0 0 -0.739271 0 1 0 -9.76079 0 0 1 -0.216671 0 0 -0 1
左ひざD	1 0 0 -0.762768 0 1 0 -5.65968 0 0 1 -0.0510647 0 0 -0 1
左足首D	1 0 0 -0.784646 0 1 0 -1.11508 0 0 1 0.269253 0 0 -0 1
左足先EX	1 0 0 -0.747888 0 1 0 -0.51438 0 0 1 -0.428115 0 0 -0 1
